"id";"name.it";"name.en";"description.it";"description.en";"enabled";"imageId";"price"
"152";"FURORE BIANCO 2022(Costa d’Amalfi,Marisa Cuomo, SA)";"FURORE BIANCO 2022 (Costa d’Amalfi,Marisa Cuomo, SA)";"Marisa Cuomo e Andrea Ferraioli sono alla guida di una tra le più interessanti realtà del panorama campano. La cantina, a capo di una filiera agricola di una quarantina di conferitori, sostiene l’economia locale, conservando inalterate le antiche pratiche culturali della costiera amalfitana e producendo vini unici nati da un terroir affascinante quanto impervio.  La cantina Marisa Cuomo si trova immersa in un panorama eccezionale: cinque ettari fra rocce dolomitico-calcaree, terrazzamenti a 500 metri sul livello del mare e un’eccezionale esposizione al sole e all’azione iodica del mare della Costa d’Amalfi. Al fascino del territorio di Furore, dominato dalla perfetta geometria dei vigneti, si deve aggiungere anche la suggestiva cantina scavata nella roccia, dove freschezza e umidità naturali governano al meglio l’invecchiamento in barriques. Al massimo della tradizione in vigna, quindi, si affianca il massimo della modernità in cantina.  I vini di Marisa Cuomo, di altissimo livello qualitativo, mettono insieme tratto essenziale, territorio di appartenenza e grande padronanza nell’uso dei legni: fattori da cui deriva una straordinaria contemporaneità ed eleganza. Tra viti, rocce a strapiombo sul mare e tradizioni contadine nascono alcune delle più belle e interessanti espressioni enologiche d'Italia.";"Marisa Cuomo and Andrea Ferraioli are at the helm of one of the most interesting realities of the Campania landscape. The winery, at the head of an agricultural chain of about forty contributors, supports the local economy, preserving the ancient cultural practices of the Amalfi coast and producing unique wines born from a terroir as fascinating as it is impervious.  The Marisa Cuomo winery is immersed in an exceptional landscape: five hectares of dolomitic-limestone rocks, terraces 500 meters above sea level and exceptional exposure to the sun and the iodine action of the Amalfi Coast. To the charm of the Furore area, dominated by the perfect geometry of the vineyards, we must also add the suggestive cellar carved into the rock, where natural freshness and humidity best govern aging in barriques. Therefore, the maximum of tradition in the vineyard is accompanied by the maximum of modernity in the cellar.  Marisa Cuomo's wines, of the highest quality, combine essential traits, territory of belonging and great mastery in the use of woods: factors from which an extraordinary contemporaneity and elegance derive. Among vines, rocks overlooking the sea and peasant traditions, some of the most beautiful and interesting enological expressions of Italy are born.";"0";"257";"65"
"153";"FURORE BIANCO \"Fior D’uva\" (Costa d’Amalfi,Marisa Cuomo ,SA) ANNO 2021";"FURORE BIANCO \"Fior D’uva\" (Costa d’Amalfi,Marisa Cuomo ,SA) ANNO 2021";"Marisa Cuomo e Andrea Ferraioli sono alla guida di una tra le più interessanti realtà del panorama campano. La cantina, a capo di una filiera agricola di una quarantina di conferitori, sostiene l’economia locale, conservando inalterate le antiche pratiche culturali della costiera amalfitana e producendo vini unici nati da un terroir affascinante quanto impervio.  La cantina Marisa Cuomo si trova immersa in un panorama eccezionale: cinque ettari fra rocce dolomitico-calcaree, terrazzamenti a 500 metri sul livello del mare e un’eccezionale esposizione al sole e all’azione iodica del mare della Costa d’Amalfi. Al fascino del territorio di Furore, dominato dalla perfetta geometria dei vigneti, si deve aggiungere anche la suggestiva cantina scavata nella roccia, dove freschezza e umidità naturali governano al meglio l’invecchiamento in barriques. Al massimo della tradizione in vigna, quindi, si affianca il massimo della modernità in cantina.  I vini di Marisa Cuomo, di altissimo livello qualitativo, mettono insieme tratto essenziale, territorio di appartenenza e grande padronanza nell’uso dei legni: fattori da cui deriva una straordinaria contemporaneità ed eleganza. Tra viti, rocce a strapiombo sul mare e tradizioni contadine nascono alcune delle più belle e interessanti espressioni enologiche d'Italia.";"Marisa Cuomo and Andrea Ferraioli are at the helm of one of the most interesting realities of the Campania landscape. The winery, at the head of an agricultural chain of about forty contributors, supports the local economy, preserving the ancient cultural practices of the Amalfi coast and producing unique wines born from a terroir as fascinating as it is impervious.  The Marisa Cuomo winery is immersed in an exceptional landscape: five hectares of dolomitic-limestone rocks, terraces 500 meters above sea level and exceptional exposure to the sun and the iodine action of the Amalfi Coast. To the charm of the Furore area, dominated by the perfect geometry of the vineyards, we must also add the suggestive cellar carved into the rock, where natural freshness and humidity best govern aging in barriques. Therefore, the maximum of tradition in the vineyard is accompanied by the maximum of modernity in the cellar.  Marisa Cuomo's wines, of the highest quality, combine essential traits, territory of belonging and great mastery in the use of woods: factors from which an extraordinary contemporaneity and elegance derive. Among vines, rocks overlooking the sea and peasant traditions, some of the most beautiful and interesting enological expressions of Italy are born.";"1";"258";"155"
"154";"COSTA D’AMALFI(Marisa Cuomo ,SA) 2022";"COSTA D’AMALFI(Marisa Cuomo ,SA) 2022";"";"";"1";"259";"49"
"155";"CODA DI VOLPE(Vadiaperti,Montefredane AV)2021";"CODA DI VOLPE(Vadiaperti,Montefredane AV)2021";"";"";"0";"260";"42"
"156";"BIANCOLELLA d’ISCHIA (Cenatiempo,Ischia NA)";"BIANCOLELLA d’ISCHIA (Cenatiempo,Ischia NA)";"";"";"0";"261";"39"
"159";"Ferrari Maximum Rosé";"Ferrari Maximum Rosé";"Fragranze di piccoli frutti per un Trentodoc ricco e avvolgente. Nel calice, i riflessi rosati delle bollicine accompagnano l'intero convivio.";"Small fruit fragrances for a rich and enveloping Trentodoc. In the glass, the rosy reflections of the bubbles accompany the entire banquet.";"0";"264";"62"
"162";"Trento Riserva Brut DOC Perlé Rosé 2016 Ferrari";"Trento Riserva Brut DOC Perlé Rosé 2016 Ferrari";"Lo Spumante Trento Perlé Rosé Riserva di Ferrari nasce in vigneti situati sulle colline nei dintorni di Trento.  È prodotto in prevalenza con uve Pinot Nero e con uve Chardonnay, raccolte rigorosamente a mano verso la metà di settembre. Il vino riposa per almeno 5 anni su lieviti selezionati.  Il Perlé Rosé Riserva è caratterizzato da un colore rosa antico dai toni delicati. Al naso si apre con un profumo intenso, fine ed elegante, tra cui spiccano sentori fruttati di ribes, fragoline di bosco e lamponi, arricchiti da piacevoli aromi d'arancia, rosa e cumino. Al palato rivela un'ottima struttura, con piacevoli note speziate e profumi di mandorla dolce e lievito. Nel complesso è un vino dalla grande armonia, con un'ottima e piacevole persistenza.  Perfetto per accompagnare aperitivi, affettati e pizza, è ideale in abbinamento a piatti a base di pesce, sushi e crostace";"Lo Spumante Trento Perlé Rosé Riserva di Ferrari nasce in vigneti situati sulle colline nei dintorni di Trento.  È prodotto in prevalenza con uve Pinot Nero e con uve Chardonnay, raccolte rigorosamente a mano verso la metà di settembre. Il vino riposa per almeno 5 anni su lieviti selezionati.  Il Perlé Rosé Riserva è caratterizzato da un colore rosa antico dai toni delicati. Al naso si apre con un profumo intenso, fine ed elegante, tra cui spiccano sentori fruttati di ribes, fragoline di bosco e lamponi, arricchiti da piacevoli aromi d'arancia, rosa e cumino. Al palato rivela un'ottima struttura, con piacevoli note speziate e profumi di mandorla dolce e lievito. Nel complesso è un vino dalla grande armonia, con un'ottima e piacevole persistenza.  Perfetto per accompagnare aperitivi, affettati e pizza, è ideale in abbinamento a piatti a base di pesce, sushi e crostace";"0";"267";"75"
"166";"PINOT NERO \"SUDTIROLER BLAUBURGUNDER\" (GOTTARDI MAZZON/NEUMARKT BZ) 2018";"PINOT NERO \"SUDTIROLER BLAUBURGUNDER\" (GOTTARDI MAZZON/NEUMARKT BZ) 2018";" Südtirol - Alto Adige DOC Blauburgunder Weingut Gottardi DENOMINAZIONE Alto Adige PAESE Italia REGIONE Alto Adige VITIGNO Pinot Nero 100% AFFINAMENTO Barrique di rovere, Barrique AROMI Note terrose, Frutti di bosco GRADO ALCOLICO13,5 %  È prodotto con uve Pinot Nero in purezza, raccolte e selezionate interamente a mano. La fermentazione avviene in vasche di acciaio inox a temperatura controllata. Successivamente il vino affina per 12 mesi in barriques di rovere, nuove e usate, prima di essere imbottigliato.  Il Südtiroler Blauburgunder di Gottardi è caratterizzato da un colore rosso rubino tendente al granato. Al naso si apre con eleganti sentori di frutti di bosco, arricchiti da gradevoli note terrose. In bocca si dimostra elegante e vellutato, con una buona struttura e tannini morbidi.";"Südtirol - Alto Adige DOC Blauburgunder Weingut Gottardi DENOMINATION Alto Adige COUNTRY Italy REGION Alto Adige VARIETY Pinot Nero 100% AGING Oak barrique, Barrique AROMAS Earthy notes, Berries ALCOHOLIC CONTENT 13.5% It is produced with Pinot Nero grapes in purity, picked and selected entirely by hand. Fermentation takes place in stainless steel tanks at a controlled temperature. Subsequently, the wine is aged for 12 months in new and used oak barriques before being bottled. Gottardi's Südtiroler Blauburgunder is characterized by a ruby ​​red color tending to garnet. The nose opens with elegant hints of wild berries, enriched by pleasant earthy notes. In the mouth it is elegant and velvety, with a good structure and soft tannins.";"0";"271";"78"
"169";"AMARONE DELLA VALPOLICELLA  LE BIGNELE 2017";"AMARONE DELLA VALPOLICELLA  LE BIGNELE 2017";"Valpolicella viene dal latino \"vallis  polis cellae\", valle dalle molte cantine. Noi ve ne proponiamo una che ci ha particolarmente colpito, quella della famiglia Aldrighetti, la cui storia inizia nel 1818 nei pressi della località \"Bignele\". Luigi e Angelo guidano Le Bignele con i figli Nicola e Silvia. Insieme formano un team collaudato: il regno di Luigi è la cantina, mentre Angelo si prende cura dei vigneti, 8 ettari su terreno collinare, coltivati con le varietà tipiche della zona (Corvina, Corvinone, Rondinella). Nicola, quando non deve pensare ad imbottigliamento ed etichettatura, è il braccio destro di Luigi e Angelo. Silvia si occupa della parte commerciale ed amministrativa. Durante la vendemmia invece, il compito di tutti diventa quello di selezionare e raccogliere (rigorosamente a mano) i grappoli migliori per produrre i vini classici della Valpolicella: Valpolicella, Ripasso, Amarone e Recioto. L'Amarone è un vino passito secco, e si chiama così perchè nasce... da un errore! Pare infatti che questo pregiato rosso veneto sia nato grazie a una botte di Recioto della Valpolicella dimenticata in cantina. La fermentazione, andando avanti, continuò a trasformare gli zuccheri in alcol, originando un rosso secco corposo e piuttosto alcolico, che venne definito \"amaro\", per distinguerlo dal Recioto dolce. Nel 1936, il capocantiniere della Cantina Sociale Valpolicella, Adelino Lucchese, assaggiandolo pronunciò la celebre frase: \"ma questo non è un amaro, è un Amarone\"!";"Valpolicella comes from the Latin \"vallis polis cellae\", a valley with many cellars. We propose one that particularly struck us, that of the Aldrighetti family, whose history begins in 1818 near the \"Bignele\" locality. Luigi and Angelo drive Le Bignele with their children Nicola and Silvia. Together they form a proven team: Luigi's reign is the winery, while Angelo takes care of the vineyards, 8 hectares on hilly land, cultivated with the typical varieties of the area (Corvina, Corvinone, Rondinella). Nicola, when he doesn't have to think about bottling and labeling, is Luigi and Angelo's right arm. Silvia takes care of the commercial and administrative part. During the harvest, on the other hand, everyone's task becomes that of selecting and collecting (strictly by hand) the best grapes to produce the classic wines of Valpolicella: Valpolicella, Ripasso, Amarone and Recioto. Amarone is a dry raisin wine, and is so called because it was born ... from a mistake! In fact, it seems that this precious Venetian red was born thanks to a barrel of Recioto della Valpolicella forgotten in the cellar. The fermentation, going on, continued to transform the sugars into alcohol, originating a full-bodied and rather alcoholic dry red, which was defined as \"bitter\", to distinguish it from the sweet Recioto. In 1936, the foreman of Cantina Sociale Valpolicella, Adelino Lucchese, tasting it pronounced the famous phrase: \"but this is not a bitter, it's an Amarone\"!";"0";"274";"115"
"171";"AMARONE RISERVA \"COSTASERA\" MASI 2018";"AMARONE RISERVA \"COSTASERA\" MASI 2018";"La “costasera” è considerata nella Valpolicella uno dei versanti migliori, quello rivolto al tramonto con le vigne che guardano al vicino lago di Garda. Questo splendido Amarone della Valpolicella Classico Riserva DOCG “Costasera” 2012 è prodotto con l’unione delle uve tipiche dell’area ovvero corvina, rondinella, oseleta e molinara, ognuna delle quali cede le sue peculiarità al vino. Dopo il tradizionale appassimento, protratto fino al mese di febbraio, le uve vengono pigiate e subiscono una fermentazione di circa 45 giorni. Successivamente il vino matura per 40 mesi all’interno di fusti di rovere di Slavonia da 600 litri. Un vino maestoso, complesso ed elegante, adatto ad un lungo invecchiamento in cantina.  Rosso rubino intenso nel calice. Eleganti ed intensi profumi di frutta rossa matura e sotto spirito uniti a delicate note di cacao e cannella. Al palato è caratterizzato da un corpo deciso e avvolgente, con tannini setosi e una vivace acidità che dona equilibrio e piacevolezza. Estremamente persistente, con il finale che ricorda di marasca e cannella.";"The \"costasera\" in Valpolicella is considered one of the best slopes, the one facing the sunset with the vineyards overlooking the nearby Lake Garda. This splendid Amarone della Valpolicella Classico Riserva DOCG \"Costasera\" 2013 is produced with the union of the typical grapes of the area, namely corvina, rondinella, oseleta and molinara, each of which gives its peculiarities to the wine. After the traditional drying, which lasted until February, the grapes are pressed and undergo a fermentation of about 45 days. Subsequently the wine matures for 40 months in 600-liter Slavonian oak barrels. A majestic, complex and elegant wine, suitable for long aging in the cellar. Intense ruby ​​red in the glass. Elegant and intense aromas of ripe red fruit and in alcohol combined with delicate notes of cocoa and cinnamon. On the palate it is characterized by a decisive and enveloping body, with silky tannins and a lively acidity that gives balance and pleasantness. Extremely persistent, with the finish reminiscent of morello cherry and cinnamon.";"1";"276";"135"
"173";"CABERNET \"60-20-20\" (Az. Agr. ZYME',S.P. Cariano Verona) ANNO 2020";"CABERNET \"60-20-20\" (Az. Agr. ZYME',S.P. Cariano Verona) ANNO 2020";"Indicazione Geografica protetta. Vitigni dei Colli Berici, Lonigo (Vicenza). Terreno di tipo argilloso.  Concimazioni organiche e potature manuali; selezione dei germogli, defogliazione, diradamento dei grappoli. Uve: Cabernet Sauvignon 60%, Cabernet Franc 20%, Merlot 20%.  Si parla di vendemmia tardiva poiché le uve sono le ultime ad essere raccolte: il Cabernet Franc e il Cabernet Sauvignon vengono raccolti manualmente e pigiati in giornata, mentre per il Merlot l’uva viene raccolta a mano in piccole casse a riposare per ca 20/30 giorni in fruttaia. Vinificazione in vasche di cemento a temperatura naturale e lievito indigeno per 40 giorni circa.  AFFINAMENTO ED INVECCHIAMENTO:  Affinamento in barriques nuove per minimo 24 mesi. Affinamento in bottiglia per 1 anno.  ANALISI VISIVA:  Di colore rosso tendente al viola intenso, con riflessi granata all’invecchiamento e glicerine ben estese.  ANALISI OLFATTIVA:  Frutta rossa di sottobosco: mirtillo, ribes, more selvatiche. Muschio e spezie.  ANALISI GUSTATIVA:  Entra con avvolgente complessità, austero, ricco, persistente, ben equilibrato. Note di marmellata di prugna e frutti rossi di sottobosco. Di buona tannicità e struttura, prolunga poi spaziando con note delicate di pepe, erbe perenni e terra argillosa.";"Protected Geographical Indication. Vines of the Berici Hills, Lonigo (Vicenza). Clayey soil. Organic fertilization and manual pruning; selection of shoots, defoliation, thinning of the bunches. Grapes: Cabernet Sauvignon 60%, Cabernet Franc 20%, Merlot 20%. We talk about late harvest since the grapes are the last to be harvested: Cabernet Franc and Cabernet Sauvignon are harvested manually and pressed within the day, while for Merlot the grapes are harvested by hand in small crates to rest for about 20 / 30 days in the fruit cellar. Vinification in concrete tanks at natural temperature and indigenous yeast for about 40 days. REFINING AND AGING: Aging in new barriques for at least 24 months. Refinement in bottle for 1 year. VISUAL ANALYSIS: Red in color tending to intense purple, with garnet reflections due to aging and well-spread glycerine. OLFACTORY ANALYSIS: Red undergrowth fruit: blueberry, currant, wild blackberry. Musk and spices. TASTE ANALYSIS: It enters with enveloping complexity, austere, rich, persistent, well balanced. Notes of plum jam and red berries. Of good tannins and structure, it then prolongs with delicate notes of pepper, perennial herbs and clayey earth.";"1";"278";"95"
